auroc,aupr,Spec,Method,LR,Type,Track_name
0.9454580966686342,0.5847448656008726,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Liver_M22_Peaks.bed
0.9519128113785578,0.6628268759153395,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Lung_M08_Peaks.bed
0.9729985307854012,0.6850438991151059,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Lung_M22_Peaks.bed
0.9808802091464672,0.6776470946365015,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Muscle_M08_Peaks.bed
0.969516828455916,0.6440839608900153,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Muscle_M22_Peaks.bed
0.9873664095105952,0.7111958505562093,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Spleen_M08_Peaks.bed
0.9920007585297508,0.7098821734051199,Cattle,DeepSEA,1e-4,CTCF/DMC1,CTCF_Spleen_M22_Peaks.bed
0.925358747788029,0.4658377360124602,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Adipose_M08_Peaks.bed
0.9266920399980338,0.3259608376549592,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Adipose_M22_Peaks.bed
0.9502651094651392,0.6877168954927648,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Cerebellum_M08_Peaks.bed
0.9367147249725496,0.5279342130851992,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Cerebellum_M22_Peaks.bed
0.8880540125484124,0.4453183279243236,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Cortex_M08_Peaks.bed
0.9107642532287824,0.4593398040485853,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Cortex_M22_Peaks.bed
0.929771095053948,0.4684425710260817,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Hypothalamus_M08_Peaks.bed
0.8869576589663467,0.411477419827273,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Hypothalamus_M22_Peaks.bed
0.8106337090238362,0.339300990124215,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Liver_M08_Peaks.bed
0.7982003333133099,0.3225629731418026,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Liver_M22_Peaks.bed
0.8623817578400825,0.4381635856317921,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Lung_M08_Peaks.bed
0.8583910928155795,0.4523477917986217,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Lung_M22_Peaks.bed
0.8799080387670487,0.5036480489717502,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Muscle_M08_Peaks.bed
0.9595635348163998,0.735985770702071,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Muscle_M22_Peaks.bed
0.8530729738449221,0.2965774739250724,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Spleen_M08_Peaks.bed
0.8584071827644801,0.3012934063253285,Cattle,DeepSEA,1e-4,H3K27ac,H3K27ac_Spleen_M22_Peaks.bed
0.8203184347343291,0.5437706069860961,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Adipose_M08_Peaks.bed
0.7070065750364273,0.3283531068903234,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Adipose_M22_Peaks.bed
0.8597605194573952,0.4396832108104258,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Cerebellum_M08_Peaks.bed
0.8605995117849554,0.4658226529857366,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Cerebellum_M22_Peaks.bed
0.7302248526357726,0.1457969239612011,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Cortex_M08_Peaks.bed
0.6852477777377209,0.2071239153778041,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Cortex_M22_Peaks.bed
0.7497375297528596,0.1109220706362307,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Hypothalamus_M08_Peaks.bed
0.7773159903496824,0.2387377678501986,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Hypothalamus_M22_Peaks.bed
0.7103261791190978,0.1446313438265069,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Liver_M08_Peaks.bed
0.7477099307479224,0.1864635572992131,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Liver_M22_Peaks.bed
0.7202869897092542,0.3782446757301589,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Lung_M08_Peaks.bed
0.7197951882792705,0.2417885382973848,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Lung_M22_Peaks.bed
0.9064360143034846,0.6378167727620003,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Muscle_M08_Peaks.bed
0.9627684456269548,0.7517372141477211,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Muscle_M22_Peaks.bed
0.7344557395596663,0.1851203777184399,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Spleen_M08_Peaks.bed
0.76713411254805,0.1808370250147944,Cattle,DeepSEA,1e-4,H3K27me3,H3K27me3_Spleen_M22_Peaks.bed
0.8999280177368036,0.1656824058204276,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Adipose_M08_Peaks.bed
0.8540327533453895,0.1456700374638277,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Adipose_M22_Peaks.bed
0.8830178110594754,0.1146507309549551,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Cerebellum_M08_Peaks.bed
0.8736030777660553,0.1271120064604813,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Cerebellum_M22_Peaks.bed
0.9927609009673776,0.7647306154805533,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Cortex_M08_Peaks.bed
0.9331812402972391,0.0103214298795201,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Cortex_M22_Peaks.bed
0.8461536726420942,0.0578910466342197,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Hypothalamus_M08_Peaks.bed
0.9701614677006266,0.2293932014010099,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Hypothalamus_M22_Peaks.bed
0.7729139732144932,0.0615953879001304,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Liver_M08_Peaks.bed
0.7697916986847453,0.076223646447544,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Liver_M22_Peaks.bed
0.8532713609333418,0.2861421679016685,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Lung_M08_Peaks.bed
0.8458576068899967,0.2652878752610605,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Lung_M22_Peaks.bed
0.9707503577707646,0.7026365315126853,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Muscle_M08_Peaks.bed
0.975815526543048,0.7515886448594657,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Muscle_M22_Peaks.bed
0.8096475693653842,0.1255740694595343,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Spleen_M08_Peaks.bed
0.7972604547923546,0.1456399983590021,Cattle,DeepSEA,1e-4,H3K4me1,H3K4me1_Spleen_M22_Peaks.bed
0.9721480375840889,0.7647424141188722,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Adipose_M08_Peaks.bed
0.9558406482106528,0.6821975896885113,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Adipose_M22_Peaks.bed
0.9464953014576828,0.7109093288088058,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Cerebellum_M08_Peaks.bed
0.9445103342992284,0.7034576045511581,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Cerebellum_M22_Peaks.bed
0.9639845607156736,0.7577050551131352,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Cortex_M08_Peaks.bed
0.9805823433895224,0.7580509775163848,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Cortex_M22_Peaks.bed
0.956634275966768,0.7353887911106256,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Hypothalamus_M08_Peaks.bed
0.9445529600117069,0.7104574385350619,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Hypothalamus_M22_Peaks.bed
0.9333846247304184,0.5838825956306027,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Liver_M08_Peaks.bed
0.9454435623254114,0.6255507961964921,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Liver_M22_Peaks.bed
0.950642513979454,0.6685570012242408,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Lung_M08_Peaks.bed
0.9465389632768184,0.658334054259351,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Lung_M22_Peaks.bed
0.9723120747624872,0.758815388395501,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Muscle_M08_Peaks.bed
0.9693957063916768,0.7467858674803439,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Muscle_M22_Peaks.bed
0.94119270762637,0.6447631523423365,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Spleen_M08_Peaks.bed
0.9537942961277466,0.6823725109690542,Cattle,DeepSEA,1e-4,H3K4me3,H3K4me3_Spleen_M22_Peaks.bed
0.8726981979508228,0.3129049489177085,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Adipose_M08_Peaks.bed
0.8317314253311734,0.2871356239223712,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Adipose_M22_Peaks.bed
0.8963385796935563,0.3581499633637718,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Cerebellum_M22_Peaks.bed
0.9253694864003508,0.3533394071558781,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Cortex_M08_Peaks.bed
0.8798092730723607,0.3386578799752872,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Cortex_M22_Peaks.bed
0.9009881929605774,0.2294512152008744,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Hypothalamus_M08_Peaks.bed
0.9036413120243484,0.1659322318245357,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Hypothalamus_M22_Peaks.bed
0.8783409581975242,0.3918880269727924,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Liver_M08_Peaks.bed
0.8547590076111152,0.3438582768871903,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Liver_M22_Peaks.bed
0.8554210355600447,0.4241873805240762,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Lung_M08_Peaks.bed
0.8626034177694332,0.4325681223207906,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Lung_M22_Peaks.bed
0.887112725363235,0.3943188939606437,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Muscle_M08_Peaks.bed
0.8762360636590705,0.3841552397367591,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Muscle_M22_Peaks.bed
0.8735881818039473,0.3548520305544543,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Spleen_M08_Peaks.bed
0.8164253512290287,0.3147648485899011,Cattle,DeepSEA,1e-3,ATAC/DNaseSeq,ATAC_Spleen_M22_Peaks.bed
0.9931169182108206,0.5598223090142835,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Adipose_M08_Peaks.bed
0.9414347588262146,0.4220847831356369,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Adipose_M22_Peaks.bed
0.9321476767140532,0.5980948539648956,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Cerebellum_M08_Peaks.bed
0.9304537952394272,0.6056743866017681,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Cerebellum_M22_Peaks.bed
0.978884388172891,0.6520958777540486,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Cortex_M08_Peaks.bed
0.967810241179628,0.6450635215873585,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Cortex_M22_Peaks.bed
0.9848561443642052,0.6934080240121272,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Hypothalamus_M08_Peaks.bed
0.985671286981018,0.6407156624399676,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Hypothalamus_M22_Peaks.bed
0.8339309382161137,0.3720448784825368,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Liver_M08_Peaks.bed
0.93939725736211,0.5602127234829153,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Liver_M22_Peaks.bed
0.9452070583479872,0.6387167523530615,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Lung_M08_Peaks.bed
0.9684174744773212,0.6605467487446797,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Lung_M22_Peaks.bed
0.9758983279475786,0.6387814179539586,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Muscle_M08_Peaks.bed
0.963333257147516,0.6209622247699996,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Muscle_M22_Peaks.bed
0.9843291638728352,0.6758273780160694,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Spleen_M08_Peaks.bed
0.9885068527070066,0.6671799239241781,Cattle,DeepSEA,1e-3,CTCF/DMC1,CTCF_Spleen_M22_Peaks.bed
0.9214078332760768,0.4507257699552027,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Adipose_M08_Peaks.bed
0.9245189419608432,0.3217081694348102,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Adipose_M22_Peaks.bed
0.9494181410644388,0.6690403984682287,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Cerebellum_M08_Peaks.bed
0.9347084990929704,0.5057473711055603,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Cerebellum_M22_Peaks.bed
0.8877448186769167,0.4469865933763658,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Cortex_M08_Peaks.bed
0.9107964645334754,0.4600320516665537,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Cortex_M22_Peaks.bed
0.9288918138173936,0.46738354761904,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Hypothalamus_M08_Peaks.bed
0.8821337457945344,0.4092750141607868,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Hypothalamus_M22_Peaks.bed
0.7987480996069016,0.3297418557235989,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Liver_M08_Peaks.bed
0.7865866602555506,0.3096060543866494,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Liver_M22_Peaks.bed
0.8568137201740953,0.4283304652710499,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Lung_M08_Peaks.bed
0.8550646743811052,0.4447790582718451,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Lung_M22_Peaks.bed
0.8765218939640897,0.4862690526213095,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Muscle_M08_Peaks.bed
0.9583209488888124,0.7239438565401816,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Muscle_M22_Peaks.bed
0.846137857194278,0.2714614641184855,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Spleen_M08_Peaks.bed
0.8470231728277704,0.2722014696002845,Cattle,DeepSEA,1e-3,H3K27ac,H3K27ac_Spleen_M22_Peaks.bed
0.8097230503567976,0.5190273484765764,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Adipose_M08_Peaks.bed
0.6847699111508467,0.3048547066569814,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Adipose_M22_Peaks.bed
0.8595714166653827,0.4305478261764835,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Cerebellum_M08_Peaks.bed
0.8596988837479463,0.4586660009868705,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Cerebellum_M22_Peaks.bed
0.7122360018048789,0.1307813750124312,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Cortex_M08_Peaks.bed
0.6501390560432538,0.1862046182792292,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Cortex_M22_Peaks.bed
0.7285840735418965,0.0975076402796131,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Hypothalamus_M08_Peaks.bed
0.7660226023295088,0.2195776266668283,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Hypothalamus_M22_Peaks.bed
0.6942192532591922,0.1265556196110145,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Liver_M08_Peaks.bed
0.7285669047670704,0.1627785261223015,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Liver_M22_Peaks.bed
0.7080187879744103,0.3616201337046027,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Lung_M08_Peaks.bed
0.7067572909228343,0.2214991029285604,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Lung_M22_Peaks.bed
0.9048043897293716,0.6228705566398482,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Muscle_M08_Peaks.bed
0.9620984456341408,0.7328287034043128,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Muscle_M22_Peaks.bed
0.7133861839811045,0.1602511114112747,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Spleen_M08_Peaks.bed
0.7533877223963701,0.1520426549605006,Cattle,DeepSEA,1e-3,H3K27me3,H3K27me3_Spleen_M22_Peaks.bed
0.8929330750475475,0.1463211372580178,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Adipose_M08_Peaks.bed
0.8490244535793589,0.1325389470312571,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Adipose_M22_Peaks.bed
0.8701320383523684,0.1044269598357796,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Cerebellum_M08_Peaks.bed
0.8644855262229786,0.1177540762899988,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Cerebellum_M22_Peaks.bed
0.9895109846318144,0.7243985690729388,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Cortex_M08_Peaks.bed
0.9311306893333602,0.0103341658347905,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Cortex_M22_Peaks.bed
0.8394636002682638,0.0515448054823471,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Hypothalamus_M08_Peaks.bed
0.9651426680577924,0.1453566381023829,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Hypothalamus_M22_Peaks.bed
0.7563702406561239,0.0518992866113695,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Liver_M08_Peaks.bed
0.7539422571147297,0.0667723118499178,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Liver_M22_Peaks.bed
0.8424462694881751,0.2548805840843922,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Lung_M08_Peaks.bed
0.8363853896043787,0.244259189325553,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Lung_M22_Peaks.bed
0.9692748277234504,0.6832603055754991,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Muscle_M08_Peaks.bed
0.9747214608877602,0.7374322438338611,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Muscle_M22_Peaks.bed
0.799837432489902,0.1127396909496322,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Spleen_M08_Peaks.bed
0.7845683881789396,0.1238732837104242,Cattle,DeepSEA,1e-3,H3K4me1,H3K4me1_Spleen_M22_Peaks.bed
0.9697019104485344,0.7386107597437326,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Adipose_M08_Peaks.bed
0.9531594820277518,0.6623786976406,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Adipose_M22_Peaks.bed
0.9430716788452465,0.6864982493049518,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Cerebellum_M08_Peaks.bed
0.941453436492561,0.6780243765241067,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Cerebellum_M22_Peaks.bed
0.9628652503947706,0.7397742504878602,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Cortex_M08_Peaks.bed
0.9796263506408058,0.7427158777224789,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Cortex_M22_Peaks.bed
0.95547588240783,0.7211723442556672,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Hypothalamus_M08_Peaks.bed
0.9435222912743542,0.6952185428118258,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Hypothalamus_M22_Peaks.bed
0.9302076599037868,0.5555793694634705,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Liver_M08_Peaks.bed
0.9431001254363164,0.6000182757469815,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Liver_M22_Peaks.bed
0.9492155287684,0.652986488400143,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Lung_M08_Peaks.bed
0.9442839596108488,0.6421793824804163,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Lung_M22_Peaks.bed
0.9704029265220344,0.7400210082877272,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Muscle_M08_Peaks.bed
0.969289197060342,0.7354270922684887,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Muscle_M22_Peaks.bed
0.9401519347622616,0.6321356055141971,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Spleen_M08_Peaks.bed
0.9520929867011808,0.6633655226400044,Cattle,DeepSEA,1e-3,H3K4me3,H3K4me3_Spleen_M22_Peaks.bed
0.882619721741525,0.3334755706983828,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Adipose_M08_Peaks.bed
0.8430933349192886,0.3148331264353111,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Adipose_M22_Peaks.bed
0.9085886943045683,0.4181059737476171,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Cerebellum_M22_Peaks.bed
0.9335062379833482,0.3850139287278904,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Cortex_M08_Peaks.bed
0.8902691503800184,0.3690315825020516,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Cortex_M22_Peaks.bed
0.9133014524808926,0.2685814989169439,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Hypothalamus_M08_Peaks.bed
0.9122613649709396,0.1974092173838859,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Hypothalamus_M22_Peaks.bed
0.892876735851585,0.4309080353981803,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Liver_M08_Peaks.bed
0.8629593479908151,0.3699795401592837,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Liver_M22_Peaks.bed
0.8679565209798673,0.4586090939425017,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Lung_M08_Peaks.bed
0.8771291382771496,0.4693227952827456,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Lung_M22_Peaks.bed
0.8995297738996421,0.4261557489654047,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Muscle_M08_Peaks.bed
0.8902453334628571,0.4195010260028787,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Muscle_M22_Peaks.bed
0.8811035944430968,0.376003837677666,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Spleen_M08_Peaks.bed
0.8271973005389177,0.3411080433080471,Cattle,DanQ,5e-4,ATAC/DNaseSeq,ATAC_Spleen_M22_Peaks.bed
0.9967016325218516,0.6144178120186506,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Adipose_M08_Peaks.bed
0.9514677974947294,0.4453324759824227,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Adipose_M22_Peaks.bed
0.9439660962947874,0.6251374120327909,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Cerebellum_M08_Peaks.bed
0.9410705196521928,0.6321990984798735,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Cerebellum_M22_Peaks.bed
0.9870317022519548,0.6828636302000929,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Cortex_M08_Peaks.bed
0.980407291278812,0.6837394826631985,Cattle,DanQ,5e-4,CTCF/DMC1,CTCF_Cortex_M22_Peaks.bed
